Name,ID,Ratings,Windows,Web,Mac,Linux
GMTK Out of Control Cards,698180,15,False,True,False,False
Requesting Permission to Not Die,698338,107,False,True,False,False
Out of Order,695331,26,True,True,False,False
Faulty Control,698701,8,True,False,False,True
Freefall,694704,45,False,True,False,False
The Golden Goblet,698534,21,False,True,False,False
Parallel Dimension,694795,30,True,True,False,True
Barnduction,694836,8,True,False,False,False
FLOOOOOW,696505,19,True,False,False,False
Space Dummies,698348,30,True,True,True,True
Time and Space,697717,11,True,False,False,False
Alien Sabotage!,695649,11,False,False,False,False
Sleepy Firefighter,699625,8,True,False,True,False
Spade Joker,696859,18,False,True,False,False
Drone Spawn,698442,22,True,True,False,False
Krazy Bricks,700115,8,True,False,False,False
The World Eater,698572,17,False,True,False,False
Berserk Engine Tank,696243,23,True,True,False,False
Retake Control,700714,8,True,False,False,False
Retro Rampage,699331,45,True,False,True,False
Googli goo,700271,14,True,False,False,False
Crazy Cabs,698387,22,True,False,False,False
Press the Button,697703,9,False,False,False,False
Urgash the Barbarian Golfer,698814,8,False,False,False,False
Limited Action Runner,694650,26,False,True,False,False
Get Your Shit Together,692954,28,False,True,False,False
What Da Puck!?,434244,20,False,True,False,False
Opposite Day,695928,8,True,False,True,True
Kill Pill,698424,17,False,True,False,False
I Kant C,696034,22,True,True,False,True
Strategy Out of Control,699318,8,True,False,False,False
RocketBoots,700534,9,False,False,False,False
Out of his doggy mind,698579,19,True,True,False,False
Mouse Game,699687,9,True,False,False,False
Tower Rebellion,696422,9,True,False,False,False
Sheep Shenanigans,698809,12,False,False,False,False
System Failure,698734,8,True,False,False,False
"Controls Are Unresponsive, Captain",694913,24,True,True,False,True
Coffee Time,694854,12,True,False,False,False
Robo Control,694248,12,True,False,False,False
Watermelon,696671,244,False,True,False,False
Non-Stop,695061,12,True,False,False,False
Sleepy Trouble,698532,11,True,False,False,False
Blob Blitz,697084,8,True,False,False,False
Find-The-Brakes,696087,8,True,False,False,False
Moving Out,697126,25,True,False,False,False
Burger Zogotep,700103,19,False,False,False,False
Faulgine,698321,21,True,False,False,False
Jesus Take The Wheel!,696381,43,False,True,False,False
On Fire,695855,27,False,True,False,False
KHWAB,699482,8,False,False,False,False
Birdswap,698596,60,False,True,False,False
Five Night At Beney,698975,12,False,True,False,False
AUTO RUN,694571,39,True,False,False,True
Kid,698437,15,True,False,False,False
Phones with Kids,700834,11,True,False,False,False
Why Can't I Just Speak Normally To My High School Crush?!,700282,111,False,True,False,False
Rolling Balls,694927,20,False,True,False,False
Circus Mayhem,693799,11,False,False,False,False
CTRL,693131,9,True,False,False,False
Blast,700056,9,False,False,False,False
Liberty,699928,18,False,True,False,False
Wild Magic,695143,18,True,False,False,False
HA HA!,693680,30,True,True,True,True
No Ctrl,696325,16,True,False,False,False
Out Of The Control,695103,42,True,True,False,False
Space Bail,697499,13,True,False,False,False
In Put In,699458,11,True,False,False,False
Dog ate my homework,697686,12,True,False,False,False
Sandy Patrol,693006,28,True,True,False,False
Rats on Runaway,698433,13,True,False,False,False
Blackout Net,695339,43,False,True,False,False
Frictionless,694308,11,True,False,True,True
Sanity Intact,693156,13,True,False,False,False
Comrade Keys,694941,39,False,True,False,False
Dreams Incorporated,694336,29,True,True,True,True
Bullet storm,699353,8,True,False,False,False
WizardFight!,694600,11,True,False,False,False
Out of control - GMTK,696040,8,False,False,False,False
Overwhelmed,700383,11,True,False,False,False
O.O.C. 2077,697391,21,False,True,False,False
Slidey Slime,698388,9,True,False,False,False
Deal with it!,695634,25,False,True,False,False
Structurally Sound,695419,13,False,True,False,False
Slime Rider,700471,53,False,True,False,False
CopyCats - Over and Out,699237,10,True,False,False,False
Chaos Shuffle,699754,12,True,False,False,False
Crazy Skateboarding Waiter,696073,16,False,True,False,False
Out of gravity,695081,18,True,False,False,False
All The Sheeps!,700251,10,True,False,False,False
Hydra (GMTK JAM 2020),694469,8,True,False,True,True
Marching Cubes,696005,42,False,True,False,False
Coffee Rush Hour,697091,42,False,True,False,False
Streamer Moderator Simulator,694501,17,False,True,False,False
Buzz Control,696075,9,True,False,False,False
Need some help,697125,15,False,True,False,False
MothBarista,700468,8,False,False,False,False
Robot Ben (GMTK 2020),697040,10,True,False,False,False
Covering Weaknesses,697249,12,True,False,True,False
Don't Go Boom!,697661,9,True,False,False,False
Time Flies... and other Bugs,700053,39,False,True,False,False
cafe chaos,695913,8,True,False,False,False
Side Effects Include:,699106,26,False,True,False,False
There's Absolutely No Reason To Be Alarmed,700311,8,False,False,False,False
Dice or Die,697373,9,False,False,False,False
Headless Dungeon,697062,9,True,False,False,False
M VE,698793,9,True,False,False,False
Problem Child,695594,9,True,False,False,False
Goblit,696976,8,False,False,False,False
Wizard,695139,8,True,False,False,False
Crash Corp,700101,9,True,False,False,False
RunningOutOfControl,696023,10,True,False,False,False
Moon Escape,696679,10,True,False,False,False
Rahu (GMTK Jam 2020),696179,20,False,True,False,False
Drunk Over Germany,698265,29,True,False,False,False
Sell Faster,700491,9,True,False,False,False
Tetrwell,694305,49,False,True,False,False
Man Of Chaos,696932,20,False,True,False,False
Resounding Chaos,699185,9,False,False,False,False
Wolfback Mountain,697726,9,True,False,False,False
Joint Temporal Custody,694344,46,False,True,False,False
Gravidy Dash,700638,8,True,False,False,False
Overplanted!,694656,15,False,True,False,False
Magnet Space,699252,9,False,False,False,False
Losing Ctrl,697123,9,True,False,False,False
The Keys Between Us,694798,9,True,False,False,False
WreckItBull,699963,13,True,False,False,False
2020 Simulator,697047,9,True,False,True,True
Hostile Tankover (GMTK 2020 Submission),695225,18,False,True,False,False
Losing Time,697525,14,True,False,False,False
Tower Drunkfense,695964,9,True,False,False,False
Messy Castle,695152,28,False,True,False,False
Untamed Horse,697990,13,True,False,False,False
Hexadecimate (BROKEN),699613,13,False,True,False,False
Negative Thoughts,695947,35,False,True,False,False
Invasion of the Blob - GMTK2020,697148,12,False,False,False,False
Momentum Madness,695842,23,False,True,False,False
STEM,699366,17,True,False,False,False
Mimic,699986,8,False,False,False,False
Horizon,700501,9,False,False,False,False
Out of Control(s),695340,58,False,True,False,False
Reverse Flux,699575,9,True,False,False,False
RollOver,698592,12,True,False,False,False
slidegun.,698431,9,True,False,False,False
One-Armed Bandit,697555,11,True,False,False,False
No Mis-steaks,697515,8,False,False,False,False
Swoosh!,697146,23,True,True,False,True
Anarchy In The Island,698656,11,True,False,False,False
Starship Entropy,696565,8,True,False,False,False
Toady McLick,700250,31,False,True,False,False
Hugmynd,695370,9,False,False,False,False
Key Down,696943,32,False,True,False,False
Deckgeon,698436,9,False,False,False,False
Out of milk,694209,23,True,True,False,False
OUT OF CONTROL,697578,11,True,False,True,True
Engine Gremlin,699278,9,True,False,False,False
Budget Crunch,695972,9,True,False,False,False
Wilin',694219,24,False,True,False,False
Consphereacy,695767,18,True,False,False,False
ONLY WHAT YOU HAVE DONE SO FAR MEANS ONLY WHAT YOU HAVE DONE SO FAR,694663,51,False,False,False,False
0&amp;1,696500,11,False,True,False,False
Groundbreaker,699356,10,True,False,False,False
SynchroniCity,697963,34,True,True,True,True
Game Dev Problems,694039,18,True,False,False,False
Bullet Stealer,697484,9,True,False,False,False
Honk Defense,697159,19,False,True,False,False
NodeSphere,697826,25,False,True,False,False
No Stopping Me,696222,8,True,False,False,False
Trianguloids,694964,62,True,True,False,False
MISFIRE,697503,11,True,False,False,False
Mosqu-EAT-o,697910,10,True,False,False,False
Curse of MicroTranslations,697624,16,True,False,False,False
Potion Panik,693800,48,False,True,False,False
NoCorona,598324,9,True,False,False,False
Gary Loves Trees,700067,49,True,False,False,False
Out of Control-ler,694945,15,True,False,False,False
Jesus Take The Wheel,699678,15,True,False,False,False
"Come Here, Howard!",696962,34,False,True,False,False
Down Side Up,695397,25,False,True,False,False
Pooches Outa Control,698949,12,True,False,False,False
Space Drifter,698335,8,True,False,False,False
Door XP,693993,131,True,True,False,False
Macro Rom Com,700235,8,False,False,False,False
Wave Dash,698782,11,True,False,True,True
Keybinder,699351,9,False,False,False,False
Bridges,700548,16,False,True,False,False
Grog'n'BONK!,697687,28,False,True,False,False
Hairraiser,698432,8,True,False,False,False
"OK, Cancel, Ignore",696648,13,True,False,False,False
Ricochet Gun,700678,14,True,False,False,False
LOOTSHOT,697300,17,False,True,False,False
Aisle 5,697341,7,False,False,False,False
CONTROL STRUGGLE,699189,15,False,True,False,False
Critter Extraction Squad,695848,20,True,False,False,False
SLIME CONTROL,695772,11,True,False,False,False
Poles Apart,698538,11,True,False,False,False
Manual Override,693453,21,False,False,False,False
Crazy weather,697666,19,False,False,False,False
Restaurant Reckless,698367,41,True,False,False,False
Gang's all here,696054,59,True,True,True,False
SENTINEL,698608,11,True,False,False,False
Anxiety Buster,697262,8,False,False,False,False
Cursed Cursor,694710,19,True,False,False,False
Ctrl+Out,692995,10,True,False,False,False
Out of Sanity,699470,11,False,False,False,False
The OoC Weeds,699956,18,True,False,False,False
Calm Your Farm!,691763,19,False,True,False,False
Not On The Menu Today,694251,10,False,False,False,False
Crystal Ball Chaos,698594,39,True,False,False,False
Dubgeon,695923,133,True,True,False,False
Snowhill Adventure,695829,9,True,False,False,False
Factory Frenzy,700858,8,True,False,False,False
OUT OF CONTROLS,698659,8,True,False,True,True
Spin Out,694572,19,True,False,False,False
Out of CTRL,696272,8,False,False,False,False
Chick Magnet,699735,16,False,True,False,False
"You are cursed, Mr.Mayor !",695724,21,True,True,False,False
Under control,699821,18,False,True,False,False
Runaway Robot,699460,17,False,False,True,False
Kebab Sled,697052,26,False,True,False,False
eArL and the Tall Tower,696480,16,True,False,False,False
Zombies out of control,696996,14,True,True,True,True
Corona Chaos!,693990,18,False,True,False,False
Out of (Pest) Control,697941,9,False,False,False,False
Ghost Control,694745,12,False,False,False,False
Abnormal Physics Simulation Experiment,695213,21,True,True,False,False
Ambi-Gravity,695207,10,False,False,False,False
Two Sides Of A Coin,697538,8,True,False,False,False
Out Of Cube,698900,18,False,True,False,False
Singularity,699518,40,True,False,False,False
Timing Track,698451,18,True,False,False,False
Mindflayer925,699763,16,True,False,False,False
Out of Control Space Shooter,695257,11,True,False,True,True
SnowAvalanche,698086,8,True,False,False,False
Spaceshi* Engines,698905,8,True,False,False,False
Station Control,696197,20,True,False,False,False
Slave to the Beat,696905,20,True,False,False,False
Growing Broke,695672,32,True,True,False,False
Dummy Dungeons,695180,42,False,True,False,False
Gobleratu,699567,22,True,False,False,False
Chaos Gun,697202,9,False,False,False,False
Nautical Nausea,698285,45,True,True,True,True
The Growth,699167,35,True,True,True,True
"Help, my spaceship is being hacked",695782,10,True,False,False,False
Geometric Insanity,694312,38,True,False,False,False
BobsBot,699749,35,True,False,False,False
GladiSpinner,697457,18,False,True,False,False
Dr Q. Orantine and the uncontrollable citizens,697772,9,False,False,False,False
Pit Against the Rest,695234,15,True,False,False,False
Parental Control,697128,27,True,False,False,False
Magic hat,695413,24,True,True,False,False
Gravity Slingshot,698510,14,True,False,False,False
Rise of the Evil Dangerous Faulty Electrical Devices,699644,24,True,True,False,False
De-live-eerie Man,699812,11,True,False,False,False
Stranded Probes,696772,8,True,False,False,True
Ultra Asteroid Shape,695154,14,True,True,True,True
Normal Golf - for normal people,700453,8,False,False,False,False
Intergalactic Space Harvest,698481,14,False,True,False,False
Guardian Angel,697640,11,True,False,False,False
Across the Isle I Sea,700441,8,True,False,False,False
Fire !!,694455,26,False,True,False,False
Power surge,696423,10,False,False,False,False
Direct Hit: System Down!,696483,8,False,False,False,False
CHEF-MATE,697626,9,True,False,False,False
Broomstick,693100,68,False,True,False,False
Take Me Home,695078,26,True,True,True,True
Too many slimes!,699361,40,True,True,False,False
Busted(GMTK Jam 2020),696049,9,True,False,False,False
Striking Shootout,700562,8,False,False,False,False
Moven't,699401,72,False,True,False,False
Curse of the Dark Beasts(GMTK Jam 2020),696812,18,False,True,False,False
Man Man in the Jumpy World,694928,8,True,False,False,False
Dreaming / GMTK Gamejam,694065,12,True,False,False,False
Probably death,700232,10,True,False,False,False
Into CTRL,698087,40,False,True,False,False
Stream of Consciousness,699530,9,True,False,False,False
Hyper Catapult Driving School,699544,15,False,True,False,False
Doktor Vakuum,693981,12,True,False,False,True
We Come In Peace,695593,37,True,True,False,False
Troubleshooter,700344,105,False,True,False,False
Maze Escape,695663,19,False,True,False,False
Ice Battle,697674,11,True,False,False,False
RoboScooper,700017,17,True,False,False,False
Wild Ball,696118,8,True,False,False,False
Grappactory,698751,12,True,False,False,True
Catmodeus: Room Groom,697883,27,True,False,False,False
Timed Control,699364,15,False,True,False,False
Shufflr,695919,9,True,False,False,False
Decked Over,697859,103,True,True,False,False
